danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.563,0.668,7,-6.666,1,0.0267,0.173,7.15e-06,0.12,0.543,76.406,audio_features,4ICSwxlVyGaTquNqblL7Y9,spotify:track:4ICSwxlVyGaTquNqblL7Y9,https://api.spotify.com/v1/tracks/4ICSwxlVyGaTquNqblL7Y9,https://api.spotify.com/v1/audio-analysis/4ICSwxlVyGaTquNqblL7Y9,244933,4
0.66,0.875,1,-5.792,0,0.0488,0.034,0.0,0.233,0.767,92.006,audio_features,1mffZcVGwEqf9Xbdww0kCD,spotify:track:1mffZcVGwEqf9Xbdww0kCD,https://api.spotify.com/v1/tracks/1mffZcVGwEqf9Xbdww0kCD,https://api.spotify.com/v1/audio-analysis/1mffZcVGwEqf9Xbdww0kCD,201467,4
0.546,0.832,9,-5.846,1,0.0533,0.0344,0.0,0.115,0.695,109.007,audio_features,2R1Azyrk5wQ9qT0gMli7bM,spotify:track:2R1Azyrk5wQ9qT0gMli7bM,https://api.spotify.com/v1/tracks/2R1Azyrk5wQ9qT0gMli7bM,https://api.spotify.com/v1/audio-analysis/2R1Azyrk5wQ9qT0gMli7bM,225438,4
0.722,0.725,9,-4.41,1,0.037,0.153,0.0,0.393,0.468,128.007,audio_features,4fNsTIGGfpvtMm6gsKJGXS,spotify:track:4fNsTIGGfpvtMm6gsKJGXS,https://api.spotify.com/v1/tracks/4fNsTIGGfpvtMm6gsKJGXS,https://api.spotify.com/v1/audio-analysis/4fNsTIGGfpvtMm6gsKJGXS,163894,4
0.565,0.0134,4,-24.957,1,0.0568,0.996,0.941,0.111,0.313,71.062,audio_features,22mJ4nPvGXHFO9YtcNAZ0K,spotify:track:22mJ4nPvGXHFO9YtcNAZ0K,https://api.spotify.com/v1/tracks/22mJ4nPvGXHFO9YtcNAZ0K,https://api.spotify.com/v1/audio-analysis/22mJ4nPvGXHFO9YtcNAZ0K,91394,3
0.562,0.688,7,-4.474,1,0.0263,0.0763,0.0,0.0863,0.617,108.017,audio_features,1385PRUkznPuahQGBjIzAy,spotify:track:1385PRUkznPuahQGBjIzAy,https://api.spotify.com/v1/tracks/1385PRUkznPuahQGBjIzAy,https://api.spotify.com/v1/audio-analysis/1385PRUkznPuahQGBjIzAy,202347,4
0.561,0.679,0,-6.289,0,0.113,0.179,0.0,0.124,0.817,177.935,audio_features,3GGuzrItqbNteGf7ncWfoo,spotify:track:3GGuzrItqbNteGf7ncWfoo,https://api.spotify.com/v1/tracks/3GGuzrItqbNteGf7ncWfoo,https://api.spotify.com/v1/audio-analysis/3GGuzrItqbNteGf7ncWfoo,194322,4
0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,audio_features,43IUQEUfdhbi6kTgIERJ2z,spotify:track:43IUQEUfdhbi6kTgIERJ2z,https://api.spotify.com/v1/tracks/43IUQEUfdhbi6kTgIERJ2z,https://api.spotify.com/v1/audio-analysis/43IUQEUfdhbi6kTgIERJ2z,189780,4
0.588,0.58,2,-11.648,1,0.0275,0.319,3.74e-06,0.2,0.774,145.37,audio_features,5pihM63Tj50g1XjLxq0iU8,spotify:track:5pihM63Tj50g1XjLxq0iU8,https://api.spotify.com/v1/tracks/5pihM63Tj50g1XjLxq0iU8,https://api.spotify.com/v1/audio-analysis/5pihM63Tj50g1XjLxq0iU8,240107,4
0.691,0.768,9,-8.315,1,0.0484,0.000727,5.52e-06,0.341,0.455,144.023,audio_features,5u1H1vo1NDQaBNDLTqjOfh,spotify:track:5u1H1vo1NDQaBNDLTqjOfh,https://api.spotify.com/v1/tracks/5u1H1vo1NDQaBNDLTqjOfh,https://api.spotify.com/v1/audio-analysis/5u1H1vo1NDQaBNDLTqjOfh,209155,4
0.739,0.835,4,-4.433,1,0.0307,0.0316,0.0,0.494,0.861,120.002,audio_features,4xfezXafYzsy7G4KfXQ9G5,spotify:track:4xfezXafYzsy7G4KfXQ9G5,https://api.spotify.com/v1/tracks/4xfezXafYzsy7G4KfXQ9G5,https://api.spotify.com/v1/audio-analysis/4xfezXafYzsy7G4KfXQ9G5,190227,4
0.731,0.723,9,-3.803,1,0.0384,0.128,0.0,0.123,0.579,128.005,audio_features,3yJRtRurIrfNkGzr81XL5T,spotify:track:3yJRtRurIrfNkGzr81XL5T,https://api.spotify.com/v1/tracks/3yJRtRurIrfNkGzr81XL5T,https://api.spotify.com/v1/audio-analysis/3yJRtRurIrfNkGzr81XL5T,163428,4
0.529,0.343,2,-16.192,1,0.044,0.654,5.97e-05,0.121,0.661,153.466,audio_features,6DXMGv6IGeqFXLQW8vkGwT,spotify:track:6DXMGv6IGeqFXLQW8vkGwT,https://api.spotify.com/v1/tracks/6DXMGv6IGeqFXLQW8vkGwT,https://api.spotify.com/v1/audio-analysis/6DXMGv6IGeqFXLQW8vkGwT,205733,4
0.641,0.538,7,-8.151,0,0.056,0.0256,3.59e-05,0.111,0.514,78.018,audio_features,557quhkjplvzpWYXGY0fSQ,spotify:track:557quhkjplvzpWYXGY0fSQ,https://api.spotify.com/v1/tracks/557quhkjplvzpWYXGY0fSQ,https://api.spotify.com/v1/audio-analysis/557quhkjplvzpWYXGY0fSQ,199920,4
0.604,0.859,8,-4.956,1,0.13,0.0128,0.0,0.352,0.699,122.052,audio_features,5ZQThi4zaMjCYWCnJQiCTa,spotify:track:5ZQThi4zaMjCYWCnJQiCTa,https://api.spotify.com/v1/tracks/5ZQThi4zaMjCYWCnJQiCTa,https://api.spotify.com/v1/audio-analysis/5ZQThi4zaMjCYWCnJQiCTa,180024,4
0.678,0.961,0,-2.642,1,0.245,0.11,0.0,0.264,0.829,143.411,audio_features,7kruFQxtsgz7aLpV82WsLN,spotify:track:7kruFQxtsgz7aLpV82WsLN,https://api.spotify.com/v1/tracks/7kruFQxtsgz7aLpV82WsLN,https://api.spotify.com/v1/audio-analysis/7kruFQxtsgz7aLpV82WsLN,294375,4
0.867,0.449,0,-7.127,1,0.0797,0.281,0.0,0.0892,0.672,82.006,audio_features,1uoymmNEenD0E2jRoW2Zwq,spotify:track:1uoymmNEenD0E2jRoW2Zwq,https://api.spotify.com/v1/tracks/1uoymmNEenD0E2jRoW2Zwq,https://api.spotify.com/v1/audio-analysis/1uoymmNEenD0E2jRoW2Zwq,140488,4
0.553,0.89,0,-4.158,0,0.0613,0.108,3.13e-06,0.134,0.815,169.934,audio_features,1Eff306Se3EGq3EaP2TwLw,spotify:track:1Eff306Se3EGq3EaP2TwLw,https://api.spotify.com/v1/tracks/1Eff306Se3EGq3EaP2TwLw,https://api.spotify.com/v1/audio-analysis/1Eff306Se3EGq3EaP2TwLw,218053,4
0.643,0.364,7,-9.303,1,0.0271,0.691,1.03e-06,0.0848,0.233,134.972,audio_features,3EKFUGnKvoe0XfzAQcmwmu,spotify:track:3EKFUGnKvoe0XfzAQcmwmu,https://api.spotify.com/v1/tracks/3EKFUGnKvoe0XfzAQcmwmu,https://api.spotify.com/v1/audio-analysis/3EKFUGnKvoe0XfzAQcmwmu,195055,3
0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,2MbJxH0VKDwIK5wUYYrFVo,spotify:track:2MbJxH0VKDwIK5wUYYrFVo,https://api.spotify.com/v1/tracks/2MbJxH0VKDwIK5wUYYrFVo,https://api.spotify.com/v1/audio-analysis/2MbJxH0VKDwIK5wUYYrFVo,225560,4
0.661,0.959,7,-4.439,1,0.0408,0.0539,1.74e-05,0.381,0.96,116.284,audio_features,13Oda4GsHXzRAfquxWkrzA,spotify:track:13Oda4GsHXzRAfquxWkrzA,https://api.spotify.com/v1/tracks/13Oda4GsHXzRAfquxWkrzA,https://api.spotify.com/v1/audio-analysis/13Oda4GsHXzRAfquxWkrzA,221413,4
0.56,0.905,2,-2.812,1,0.0946,0.0598,2.78e-06,0.235,0.745,143.162,audio_features,1SHh1ADKDAyEvxicWzx1FF,spotify:track:1SHh1ADKDAyEvxicWzx1FF,https://api.spotify.com/v1/tracks/1SHh1ADKDAyEvxicWzx1FF,https://api.spotify.com/v1/audio-analysis/1SHh1ADKDAyEvxicWzx1FF,170160,4
0.818,0.604,5,-6.63,0,0.181,0.111,0.0,0.272,0.565,100.042,audio_features,0kvkHlDvoALmZU8pzkXTur,spotify:track:0kvkHlDvoALmZU8pzkXTur,https://api.spotify.com/v1/tracks/0kvkHlDvoALmZU8pzkXTur,https://api.spotify.com/v1/audio-analysis/0kvkHlDvoALmZU8pzkXTur,209059,4
0.37,0.895,2,-3.783,1,0.0398,0.0137,0.000865,0.194,0.826,101.96,audio_features,2Kn9IS5qxaEY1NOZwwpa7T,spotify:track:2Kn9IS5qxaEY1NOZwwpa7T,https://api.spotify.com/v1/tracks/2Kn9IS5qxaEY1NOZwwpa7T,https://api.spotify.com/v1/audio-analysis/2Kn9IS5qxaEY1NOZwwpa7T,233187,4
0.465,0.806,7,-5.191,1,0.0393,0.118,0.0,0.0671,0.377,157.945,audio_features,145vdP7CiUEsy1mGdCc0IK,spotify:track:145vdP7CiUEsy1mGdCc0IK,https://api.spotify.com/v1/tracks/145vdP7CiUEsy1mGdCc0IK,https://api.spotify.com/v1/audio-analysis/145vdP7CiUEsy1mGdCc0IK,190168,4
0.766,0.482,5,-8.834,1,0.0378,0.0612,0.0,0.216,0.574,133.976,audio_features,1zX0QIQgyqU0E63D86OuAR,spotify:track:1zX0QIQgyqU0E63D86OuAR,https://api.spotify.com/v1/tracks/1zX0QIQgyqU0E63D86OuAR,https://api.spotify.com/v1/audio-analysis/1zX0QIQgyqU0E63D86OuAR,128955,4
0.478,0.5,9,-5.369,1,0.0289,0.514,0.0,0.141,0.37,96.037,audio_features,1oJlSoI4K4nMZXioXfJyf3,spotify:track:1oJlSoI4K4nMZXioXfJyf3,https://api.spotify.com/v1/tracks/1oJlSoI4K4nMZXioXfJyf3,https://api.spotify.com/v1/audio-analysis/1oJlSoI4K4nMZXioXfJyf3,198274,4
0.512,0.709,2,-5.767,1,0.0327,0.0423,4.3e-06,0.107,0.261,97.971,audio_features,2yHEqum6qw2QqAAtvctbjl,spotify:track:2yHEqum6qw2QqAAtvctbjl,https://api.spotify.com/v1/tracks/2yHEqum6qw2QqAAtvctbjl,https://api.spotify.com/v1/audio-analysis/2yHEqum6qw2QqAAtvctbjl,211413,4
0.552,0.737,10,-5.415,0,0.0313,0.0818,0.00713,0.119,0.423,138.049,audio_features,0vHOv3CKNqO1I0qQ1v5A3L,spotify:track:0vHOv3CKNqO1I0qQ1v5A3L,https://api.spotify.com/v1/tracks/0vHOv3CKNqO1I0qQ1v5A3L,https://api.spotify.com/v1/audio-analysis/0vHOv3CKNqO1I0qQ1v5A3L,210937,4
0.504,0.772,6,-5.865,0,0.0558,0.0357,2.18e-05,0.0775,0.496,152.013,audio_features,2E0mYg4fnr8yDIN8jTvD9f,spotify:track:2E0mYg4fnr8yDIN8jTvD9f,https://api.spotify.com/v1/tracks/2E0mYg4fnr8yDIN8jTvD9f,https://api.spotify.com/v1/audio-analysis/2E0mYg4fnr8yDIN8jTvD9f,187493,4
0.62,0.743,5,-5.075,1,0.0359,0.000796,4.27e-05,0.111,0.598,113.066,audio_features,0lCG1ndJE7vsNrpWgTv17L,spotify:track:0lCG1ndJE7vsNrpWgTv17L,https://api.spotify.com/v1/tracks/0lCG1ndJE7vsNrpWgTv17L,https://api.spotify.com/v1/audio-analysis/0lCG1ndJE7vsNrpWgTv17L,232880,4
0.614,0.773,2,-5.053,0,0.03,0.27,1.45e-06,0.0778,0.404,139.974,audio_features,6mk2HJPhZUQlL5uVYLULcZ,spotify:track:6mk2HJPhZUQlL5uVYLULcZ,https://api.spotify.com/v1/tracks/6mk2HJPhZUQlL5uVYLULcZ,https://api.spotify.com/v1/audio-analysis/6mk2HJPhZUQlL5uVYLULcZ,182522,4
0.577,0.833,6,-3.594,0,0.067,0.0313,0.0,0.101,0.437,115.945,audio_features,3s5J9EMC6T3ILzUO98Ovho,spotify:track:3s5J9EMC6T3ILzUO98Ovho,https://api.spotify.com/v1/tracks/3s5J9EMC6T3ILzUO98Ovho,https://api.spotify.com/v1/audio-analysis/3s5J9EMC6T3ILzUO98Ovho,228323,4
0.583,0.543,4,-6.757,1,0.0478,0.645,0.0,0.0869,0.46,178.012,audio_features,3qKnVl0enjC66Na4mQvvZy,spotify:track:3qKnVl0enjC66Na4mQvvZy,https://api.spotify.com/v1/tracks/3qKnVl0enjC66Na4mQvvZy,https://api.spotify.com/v1/audio-analysis/3qKnVl0enjC66Na4mQvvZy,167720,4
0.76,0.705,2,-5.886,1,0.0385,0.113,0.514,0.11,0.667,114.951,audio_features,4sI4eTcWmXYAXwmfJO4WOx,spotify:track:4sI4eTcWmXYAXwmfJO4WOx,https://api.spotify.com/v1/tracks/4sI4eTcWmXYAXwmfJO4WOx,https://api.spotify.com/v1/audio-analysis/4sI4eTcWmXYAXwmfJO4WOx,204664,4
0.692,0.944,7,-2.846,1,0.0322,0.0817,0.0,0.574,0.774,115.148,audio_features,0SineTesaejYlgW5pwLo10,spotify:track:0SineTesaejYlgW5pwLo10,https://api.spotify.com/v1/tracks/0SineTesaejYlgW5pwLo10,https://api.spotify.com/v1/audio-analysis/0SineTesaejYlgW5pwLo10,194827,4
0.497,0.53,6,-5.121,1,0.0311,0.361,0.0,0.0835,0.284,160.028,audio_features,4oX2Px5awfyi2y9CmEx09l,spotify:track:4oX2Px5awfyi2y9CmEx09l,https://api.spotify.com/v1/tracks/4oX2Px5awfyi2y9CmEx09l,https://api.spotify.com/v1/audio-analysis/4oX2Px5awfyi2y9CmEx09l,196321,3
0.792,0.729,11,-5.657,0,0.243,0.013,0.0,0.476,0.482,128.083,audio_features,4Qb4PtmnJl0ANgSiNOxzs4,spotify:track:4Qb4PtmnJl0ANgSiNOxzs4,https://api.spotify.com/v1/tracks/4Qb4PtmnJl0ANgSiNOxzs4,https://api.spotify.com/v1/audio-analysis/4Qb4PtmnJl0ANgSiNOxzs4,171208,4
0.52,0.751,5,-5.064,1,0.0551,0.171,7.4e-06,0.0624,0.519,156.044,audio_features,0hgOvBhfph2jJ9O39DdKtC,spotify:track:0hgOvBhfph2jJ9O39DdKtC,https://api.spotify.com/v1/tracks/0hgOvBhfph2jJ9O39DdKtC,https://api.spotify.com/v1/audio-analysis/0hgOvBhfph2jJ9O39DdKtC,236456,4
0.512,0.709,2,-5.767,1,0.0327,0.0423,4.3e-06,0.107,0.261,97.971,audio_features,5ydFFYrFUHltt83RPJ89es,spotify:track:5ydFFYrFUHltt83RPJ89es,https://api.spotify.com/v1/tracks/5ydFFYrFUHltt83RPJ89es,https://api.spotify.com/v1/audio-analysis/5ydFFYrFUHltt83RPJ89es,211413,4
0.572,0.782,10,-5.591,1,0.0404,0.131,0.0,0.0803,0.475,140.07,audio_features,0GfozZ3blxFoBkugN62y8S,spotify:track:0GfozZ3blxFoBkugN62y8S,https://api.spotify.com/v1/tracks/0GfozZ3blxFoBkugN62y8S,https://api.spotify.com/v1/audio-analysis/0GfozZ3blxFoBkugN62y8S,261000,4
0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.942,audio_features,01BLFXACRypODfqC7wUgWo,spotify:track:01BLFXACRypODfqC7wUgWo,https://api.spotify.com/v1/tracks/01BLFXACRypODfqC7wUgWo,https://api.spotify.com/v1/audio-analysis/01BLFXACRypODfqC7wUgWo,165387,4
0.491,0.908,6,-3.399,1,0.0761,0.0102,0.0,0.0266,0.741,165.433,audio_features,6Zz5S1Qz5QIS1XX33vJMxv,spotify:track:6Zz5S1Qz5QIS1XX33vJMxv,https://api.spotify.com/v1/tracks/6Zz5S1Qz5QIS1XX33vJMxv,https://api.spotify.com/v1/audio-analysis/6Zz5S1Qz5QIS1XX33vJMxv,164767,4
0.523,0.859,0,-3.919,1,0.0395,0.00523,0.000205,0.0947,0.376,113.029,audio_features,1PcEpgtylgqqOv8vXMEFon,spotify:track:1PcEpgtylgqqOv8vXMEFon,https://api.spotify.com/v1/tracks/1PcEpgtylgqqOv8vXMEFon,https://api.spotify.com/v1/audio-analysis/1PcEpgtylgqqOv8vXMEFon,162692,4
0.603,0.757,4,-5.131,0,0.044,0.0232,0.0,0.0866,0.644,135.974,audio_features,5P0UWGrUs2BsJye2taYTFQ,spotify:track:5P0UWGrUs2BsJye2taYTFQ,https://api.spotify.com/v1/tracks/5P0UWGrUs2BsJye2taYTFQ,https://api.spotify.com/v1/audio-analysis/5P0UWGrUs2BsJye2taYTFQ,201827,4
0.454,0.586,8,-5.254,1,0.0253,0.729,0.0,0.101,0.366,87.891,audio_features,3lb2f27695Iuyd82khwU9k,spotify:track:3lb2f27695Iuyd82khwU9k,https://api.spotify.com/v1/tracks/3lb2f27695Iuyd82khwU9k,https://api.spotify.com/v1/audio-analysis/3lb2f27695Iuyd82khwU9k,190680,4
0.576,0.786,0,-5.169,1,0.0282,0.00287,5.92e-06,0.115,0.908,134.968,audio_features,3uJkekkLZfiUjtyV6cfU6d,spotify:track:3uJkekkLZfiUjtyV6cfU6d,https://api.spotify.com/v1/tracks/3uJkekkLZfiUjtyV6cfU6d,https://api.spotify.com/v1/audio-analysis/3uJkekkLZfiUjtyV6cfU6d,226507,4
0.757,0.859,11,-5.515,1,0.0513,0.163,0.0,0.298,0.964,102.018,audio_features,32XzF8uF948ckIvgQ9ZFCc,spotify:track:32XzF8uF948ckIvgQ9ZFCc,https://api.spotify.com/v1/tracks/32XzF8uF948ckIvgQ9ZFCc,https://api.spotify.com/v1/audio-analysis/32XzF8uF948ckIvgQ9ZFCc,168560,4
0.668,0.906,9,-7.594,1,0.0388,0.0172,0.531,0.523,0.178,126.042,audio_features,0PCRNtWlXWMcf3HlDhDa3i,spotify:track:0PCRNtWlXWMcf3HlDhDa3i,https://api.spotify.com/v1/tracks/0PCRNtWlXWMcf3HlDhDa3i,https://api.spotify.com/v1/audio-analysis/0PCRNtWlXWMcf3HlDhDa3i,138118,4
0.641,0.892,2,-5.138,1,0.0468,0.0328,0.0,0.0843,0.666,105.961,audio_features,1EFaDsMWZdU8t8fEE6oox6,spotify:track:1EFaDsMWZdU8t8fEE6oox6,https://api.spotify.com/v1/tracks/1EFaDsMWZdU8t8fEE6oox6,https://api.spotify.com/v1/audio-analysis/1EFaDsMWZdU8t8fEE6oox6,224827,4
0.529,0.879,10,-3.968,0,0.0343,0.0284,1.07e-06,0.126,0.639,132.013,audio_features,26s3zbKc1wFqj3ekHcgb6u,spotify:track:26s3zbKc1wFqj3ekHcgb6u,https://api.spotify.com/v1/tracks/26s3zbKc1wFqj3ekHcgb6u,https://api.spotify.com/v1/audio-analysis/26s3zbKc1wFqj3ekHcgb6u,196192,4
0.521,0.528,7,-6.995,1,0.0272,0.188,0.0,0.362,0.522,160.022,audio_features,3kEuxWZQbACoLisYSFUjpO,spotify:track:3kEuxWZQbACoLisYSFUjpO,https://api.spotify.com/v1/tracks/3kEuxWZQbACoLisYSFUjpO,https://api.spotify.com/v1/audio-analysis/3kEuxWZQbACoLisYSFUjpO,178693,4
0.821,0.669,2,-5.691,1,0.301,0.284,0.0,0.325,0.611,139.943,audio_features,2WLme8u71ZDAqn9N1v1Enf,spotify:track:2WLme8u71ZDAqn9N1v1Enf,https://api.spotify.com/v1/tracks/2WLme8u71ZDAqn9N1v1Enf,https://api.spotify.com/v1/audio-analysis/2WLme8u71ZDAqn9N1v1Enf,152571,4
0.638,0.816,2,-6.916,1,0.0462,0.0141,1.09e-05,0.31,0.436,102.049,audio_features,0CEsKV485jSq8nn0Rsx4qY,spotify:track:0CEsKV485jSq8nn0Rsx4qY,https://api.spotify.com/v1/tracks/0CEsKV485jSq8nn0Rsx4qY,https://api.spotify.com/v1/audio-analysis/0CEsKV485jSq8nn0Rsx4qY,172427,4
0.529,0.866,3,-5.816,0,0.0452,0.00281,0.00526,0.0287,0.55,116.004,audio_features,02HlIVyg7XUKGO79cv7dTO,spotify:track:02HlIVyg7XUKGO79cv7dTO,https://api.spotify.com/v1/tracks/02HlIVyg7XUKGO79cv7dTO,https://api.spotify.com/v1/audio-analysis/02HlIVyg7XUKGO79cv7dTO,163600,4
0.567,0.884,9,-3.832,1,0.0328,0.0211,0.0,0.0761,0.653,136.065,audio_features,2UaJrTrzQr9FHOx0R42ihK,spotify:track:2UaJrTrzQr9FHOx0R42ihK,https://api.spotify.com/v1/tracks/2UaJrTrzQr9FHOx0R42ihK,https://api.spotify.com/v1/audio-analysis/2UaJrTrzQr9FHOx0R42ihK,166000,4
0.644,0.904,2,-4.532,1,0.0464,0.0295,0.0,0.0834,0.672,105.969,audio_features,7cTtbMbVAl66mqvyGBgz5Q,spotify:track:7cTtbMbVAl66mqvyGBgz5Q,https://api.spotify.com/v1/tracks/7cTtbMbVAl66mqvyGBgz5Q,https://api.spotify.com/v1/audio-analysis/7cTtbMbVAl66mqvyGBgz5Q,225560,4
0.331,0.885,9,-6.606,1,0.0923,0.205,0.0,0.123,0.589,175.293,audio_features,6L4fEE9awoUnSEy1bmQebb,spotify:track:6L4fEE9awoUnSEy1bmQebb,https://api.spotify.com/v1/tracks/6L4fEE9awoUnSEy1bmQebb,https://api.spotify.com/v1/audio-analysis/6L4fEE9awoUnSEy1bmQebb,236960,4
0.562,0.772,10,-4.068,1,0.0362,0.0941,0.0,0.0873,0.77,148.126,audio_features,0wrJQyPO2cQ1kf2KNH8bg4,spotify:track:0wrJQyPO2cQ1kf2KNH8bg4,https://api.spotify.com/v1/tracks/0wrJQyPO2cQ1kf2KNH8bg4,https://api.spotify.com/v1/audio-analysis/0wrJQyPO2cQ1kf2KNH8bg4,194227,4
0.646,0.788,6,-4.284,1,0.036,0.0169,1.22e-05,0.0848,0.362,118.974,audio_features,48puRPcVEHv3FfvBna2c1e,spotify:track:48puRPcVEHv3FfvBna2c1e,https://api.spotify.com/v1/tracks/48puRPcVEHv3FfvBna2c1e,https://api.spotify.com/v1/audio-analysis/48puRPcVEHv3FfvBna2c1e,172480,4
0.679,0.384,9,-15.216,1,0.0416,0.421,1.14e-06,0.135,0.752,101.981,audio_features,1kqBAV3R35lVIRvhYmSI6s,spotify:track:1kqBAV3R35lVIRvhYmSI6s,https://api.spotify.com/v1/tracks/1kqBAV3R35lVIRvhYmSI6s,https://api.spotify.com/v1/audio-analysis/1kqBAV3R35lVIRvhYmSI6s,302000,4
0.583,0.543,4,-6.757,1,0.0478,0.645,0.0,0.0869,0.46,178.012,audio_features,4N5a6Sm3o5WXVVILcY2EW3,spotify:track:4N5a6Sm3o5WXVVILcY2EW3,https://api.spotify.com/v1/tracks/4N5a6Sm3o5WXVVILcY2EW3,https://api.spotify.com/v1/audio-analysis/4N5a6Sm3o5WXVVILcY2EW3,167720,4
0.967,0.498,11,-11.447,0,0.36,0.0437,3.09e-06,0.11,0.608,118.989,audio_features,0fY8Q8acJCZ6SisqcNDA1Z,spotify:track:0fY8Q8acJCZ6SisqcNDA1Z,https://api.spotify.com/v1/tracks/0fY8Q8acJCZ6SisqcNDA1Z,https://api.spotify.com/v1/audio-analysis/0fY8Q8acJCZ6SisqcNDA1Z,193596,4
0.683,0.796,11,-4.179,1,0.0284,0.112,0.0,0.197,0.533,90.031,audio_features,1KNrmaNyV8oeEhur7nO4R1,spotify:track:1KNrmaNyV8oeEhur7nO4R1,https://api.spotify.com/v1/tracks/1KNrmaNyV8oeEhur7nO4R1,https://api.spotify.com/v1/audio-analysis/1KNrmaNyV8oeEhur7nO4R1,201893,4
0.418,0.888,5,-3.594,0,0.0481,0.0033,0.0,0.0957,0.23,139.951,audio_features,0nnsBvdSmaGfphj44qiFRl,spotify:track:0nnsBvdSmaGfphj44qiFRl,https://api.spotify.com/v1/tracks/0nnsBvdSmaGfphj44qiFRl,https://api.spotify.com/v1/audio-analysis/0nnsBvdSmaGfphj44qiFRl,210857,4
0.562,0.688,7,-4.474,1,0.0263,0.0763,0.0,0.0863,0.617,108.017,audio_features,0IhDA2ulhHXQHTtkvdG1Ww,spotify:track:0IhDA2ulhHXQHTtkvdG1Ww,https://api.spotify.com/v1/tracks/0IhDA2ulhHXQHTtkvdG1Ww,https://api.spotify.com/v1/audio-analysis/0IhDA2ulhHXQHTtkvdG1Ww,202347,4
0.531,0.759,7,-10.992,1,0.0521,0.627,7.04e-06,0.351,0.888,120.96,audio_features,6zD3VBPn2VNDdmLEg0coPt,spotify:track:6zD3VBPn2VNDdmLEg0coPt,https://api.spotify.com/v1/tracks/6zD3VBPn2VNDdmLEg0coPt,https://api.spotify.com/v1/audio-analysis/6zD3VBPn2VNDdmLEg0coPt,187467,4
0.583,0.543,4,-6.757,1,0.0478,0.645,0.0,0.0869,0.46,178.012,audio_features,2fgCZVA59FZuSjE3tvqkeZ,spotify:track:2fgCZVA59FZuSjE3tvqkeZ,https://api.spotify.com/v1/tracks/2fgCZVA59FZuSjE3tvqkeZ,https://api.spotify.com/v1/audio-analysis/2fgCZVA59FZuSjE3tvqkeZ,167720,4
0.617,0.569,1,-5.938,1,0.0384,0.318,0.0,0.0985,0.383,139.947,audio_features,13r31HEZ8JGQL36XTE1FMc,spotify:track:13r31HEZ8JGQL36XTE1FMc,https://api.spotify.com/v1/tracks/13r31HEZ8JGQL36XTE1FMc,https://api.spotify.com/v1/audio-analysis/13r31HEZ8JGQL36XTE1FMc,256413,4
0.768,0.79,9,-6.899,1,0.0309,0.0984,1.07e-05,0.165,0.949,125.514,audio_features,2bgqcNr7Uom9GmecFWLeHJ,spotify:track:2bgqcNr7Uom9GmecFWLeHJ,https://api.spotify.com/v1/tracks/2bgqcNr7Uom9GmecFWLeHJ,https://api.spotify.com/v1/audio-analysis/2bgqcNr7Uom9GmecFWLeHJ,158333,4
0.579,0.52,4,-8.575,1,0.0361,0.332,0.0,0.165,0.521,167.311,audio_features,0MM0VlDZ4n8f7zfkz2MmqZ,spotify:track:0MM0VlDZ4n8f7zfkz2MmqZ,https://api.spotify.com/v1/tracks/0MM0VlDZ4n8f7zfkz2MmqZ,https://api.spotify.com/v1/audio-analysis/0MM0VlDZ4n8f7zfkz2MmqZ,196867,3
0.479,0.938,10,-3.371,1,0.0351,0.0236,0.0,0.0584,0.903,148.005,audio_features,64kxPA26PDcwNDiUTWC5FG,spotify:track:64kxPA26PDcwNDiUTWC5FG,https://api.spotify.com/v1/tracks/64kxPA26PDcwNDiUTWC5FG,https://api.spotify.com/v1/audio-analysis/64kxPA26PDcwNDiUTWC5FG,210573,4
0.491,0.908,6,-3.399,1,0.0761,0.0102,0.0,0.0266,0.741,165.433,audio_features,5DQ4vnta3DKcOujiKVS4C9,spotify:track:5DQ4vnta3DKcOujiKVS4C9,https://api.spotify.com/v1/tracks/5DQ4vnta3DKcOujiKVS4C9,https://api.spotify.com/v1/audio-analysis/5DQ4vnta3DKcOujiKVS4C9,164767,4
0.716,0.72,5,-2.183,1,0.031,0.307,0.0,0.135,0.48,122.441,audio_features,0vBtEzfw9gGCdn6Ci57dQ1,spotify:track:0vBtEzfw9gGCdn6Ci57dQ1,https://api.spotify.com/v1/tracks/0vBtEzfw9gGCdn6Ci57dQ1,https://api.spotify.com/v1/audio-analysis/0vBtEzfw9gGCdn6Ci57dQ1,215853,4
0.782,0.641,3,-6.431,1,0.0275,0.332,0.00923,0.108,0.522,107.997,audio_features,3t6gUcGYLrUuqwpXjOFWQc,spotify:track:3t6gUcGYLrUuqwpXjOFWQc,https://api.spotify.com/v1/tracks/3t6gUcGYLrUuqwpXjOFWQc,https://api.spotify.com/v1/audio-analysis/3t6gUcGYLrUuqwpXjOFWQc,224907,4
